duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
,1,TV Show,Cheese in the Trap,2019-10-01 00:00:00,2016.0,TV-14,"In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side.",81166946.0,Lee Yoon-jung,South Korea,Park Hae-Jin,International TV Shows
112,,Movie,Crash,2019-10-01 00:00:00,2004.0,R,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.",70023961.0,Paul Haggis,United States,Sandra Bullock,Dramas
85,,Movie,Dumb and Dumberer: When Harry Met Lloyd,2019-10-01 00:00:00,2003.0,PG-13,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,60027716.0,Troy Miller,United States,Eric Christian Olsen,Comedies
91,,Movie,Earth to Echo,2019-10-01 00:00:00,2014.0,PG,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",70287957.0,Dave Green,United States,Teo Halm,Children & Family Movies
88,,Movie,"Escape from the ""Liberty"" Cinema",2019-10-01 00:00:00,1990.0,TV-MA,"Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising.",81168345.0,Wojciech Marczewski,Poland,Janusz Gajos,Comedies
101,,Movie,Exit Wounds,2019-10-01 00:00:00,2001.0,R,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.,60020892.0,Andrzej Bartkowiak,United States,Steven Seagal,Action & Adventure
90,,Movie,First Kiss,2019-10-01 00:00:00,2018.0,TV-PG,A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.,81164752.0,Roy Poortmans,Netherlands,Vajèn van den Bosch,Dramas
96,,Movie,Good Burger,2019-10-01 00:00:00,1997.0,PG,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,60028097.0,Brian Robbins,United States,Kenan Thompson,Children & Family Movies
99,,Movie,Good Luck Chuck,2019-10-01 00:00:00,2007.0,UR,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",70065112.0,Mark Helfrich,United States,Dane Cook,Comedies
101,,Movie,Harold & Kumar Escape from Guantanamo Bay,2019-10-01 00:00:00,2008.0,R,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.,70083108.0,Jon Hurwitz,United States,John Cho,Comedies
111,,Movie,Honey 2,2019-10-01 00:00:00,2011.0,PG-13,"Determined to prove herself as a street dancer, Maria heads from juvie to a Bronx rec center where she's introduced to her dance idol, Honey Daniels.",70184050.0,Bille Woodruff,United States,Kat Graham,Dramas
96,,Movie,Hotel Pacific,2019-10-01 00:00:00,1975.0,TV-MA,A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.,81168347.0,Janusz Majewski,"Poland,",Marek Kondrat,Classic Movies
86,,Movie,House of the Witch,2019-10-01 00:00:00,2017.0,TV-14,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.,81003460.0,Alex Merkin,United States,Emily Bader,Horror Movies
97,,Movie,Jealousy and medicine,2019-10-01 00:00:00,1973.0,TV-MA,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.",81168348.0,Janusz Majewski,Poland,Mariusz Dmochowski,Dramas
121,,Movie,Knowing,2019-10-01 00:00:00,2009.0,PG-13,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.,70095135.0,Alex Proyas,United States,Nicolas Cage,Sci-Fi & Fantasy
90,,Movie,Medium,2019-10-01 00:00:00,1985.0,TV-MA,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.",81168340.0,Jacek Koprowicz,Poland,Władysław Kowalski,Horror Movies
88,,Movie,Men in Black II,2019-10-01 00:00:00,2002.0,PG-13,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.,60023597.0,Barry Sonnenfeld,United States,Tommy Lee Jones,Action & Adventure
64,,Movie,Nikki Glaser: Bangin’,2019-10-01 00:00:00,2019.0,TV-MA,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",81002876.0,Nicholaus Goossen,United States,Nikki Glaser,Stand-Up Comedy
104,,Movie,No Reservations,2019-10-01 00:00:00,2007.0,PG,"Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",70058017.0,Scott Hicks,United States,Catherine Zeta-Jones,Comedies
122,,Movie,Ocean's Thirteen,2019-10-01 00:00:00,2007.0,PG-13,This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin.,70058024.0,Steven Soderbergh,United States,George Clooney,Action & Adventure
125,,Movie,Ocean's Twelve,2019-10-01 00:00:00,2004.0,PG-13,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam.",70011211.0,Steven Soderbergh,United States,George Clooney,Action & Adventure
92,,Movie,One Direction: This Is Us,2019-10-01 00:00:00,2013.0,PG,Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.,70271599.0,Morgan Spurlock,United States,Harry Styles,Documentaries
129,,Movie,Raging Bull,2019-10-01 00:00:00,1980.0,R,"This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.",70020699.0,Martin Scorsese,United States,Robert De Niro,Classic Movies
79,,Movie,Rugrats in Paris: The Movie,2019-10-01 00:00:00,2000.0,G,The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.,60003540.0,Stig Bergqvist,Germany,Elizabeth Daily,Children & Family Movies
121,,Movie,Scream 2,2019-10-01 00:00:00,1997.0,R,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again.",1181550.0,Wes Craven,United States,Neve Campbell,Horror Movies
106,,Movie,Senna,2019-10-01 00:00:00,2010.0,PG-13,"This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil.",70170051.0,Asif Kapadia,United Kingdom,Ayrton Senna,Documentaries
124,,Movie,Sin City,2019-10-01 00:00:00,2005.0,R,"In these intertwined tales, an ex-con avenges a hooker's death, a gumshoe gets mixed up with dangerous vixens, and a cop saves a dancer from a rapist.",70021630.0,Robert Rodriguez,United States,Bruce Willis,Action & Adventure
87,,Movie,Sinister Circle,2019-10-01 00:00:00,2017.0,TV-MA,A psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral Ouija board and a demonic secret society.,81043753.0,Dorian Fernández-Moris,Peru,Milene Vázquez,Horror Movies
125,,Movie,Supergirl,2019-10-01 00:00:00,1984.0,PG,"When she loses her city's vital power supply, Kryptonian Kara follows it to Earth in the hopes of retrieving it. Although gifted with powers like her cousin Superman, Kara struggles to defeat the evil Selena, who now controls the mighty object.",60001761.0,Jeannot Szwarc,United Kingdom,Faye Dunaway,Action & Adventure
154,,Movie,Superman Returns,2019-10-01 00:00:00,2006.0,PG-13,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world.",70041963.0,Bryan Singer,United States,Brandon Routh,Action & Adventure
86,,Movie,Surf's Up,2019-10-01 00:00:00,2007.0,PG,This Oscar-nominated mockumentary goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,70058025.0,Ash Brannon,United States,Shia LaBeouf,Children & Family Movies
111,,Movie,The Bounty Hunter,2019-10-01 00:00:00,2010.0,PG-13,"Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole.",70128696.0,Andy Tennant,United States,Jennifer Aniston,Action & Adventure
97,,Movie,The Bucket List,2019-10-01 00:00:00,2007.0,PG-13,Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.,70077542.0,Rob Reiner,United States,Jack Nicholson,Comedies
66,,Movie,The Cruise,2019-10-01 00:00:00,1970.0,TV-PG,"When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue.",81168342.0,Marek Piwowski,Poland,Jan Himilsbach,Comedies
121,,Movie,The Figurine (Araromire),2019-10-01 00:00:00,2009.0,TV-14,"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out.",81165772.0,Kunle Afolayan,Nigeria,Ramsey Nouah,Horror Movies
91,,Movie,The Flintstones,2019-10-01 00:00:00,1994.0,PG,The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.,510854.0,Brian Levant,United States,John Goodman,Children & Family Movies
91,,Movie,The Flintstones in Viva Rock Vegas,2019-10-01 00:00:00,2000.0,PG,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",60000921.0,Brian Levant,United States,Mark Addy,Children & Family Movies
82,,Movie,The lynx,2019-10-01 00:00:00,1982.0,TV-14,A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.,81168343.0,Stanisław Różewicz,Poland,Jerzy Radziwiłowicz,Dramas
117,,Movie,The Pursuit of Happyness,2019-10-01 00:00:00,2006.0,PG-13,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",70044605.0,Gabriele Muccino,United States,Will Smith,Dramas
81,,Movie,The Rugrats Movie,2019-10-01 00:00:00,1998.0,G,"When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.",18021979.0,Igor Kovalyov,United States,Elizabeth Daily,Children & Family Movies
84,,Movie,The spiral,2019-10-01 00:00:00,1978.0,TV-MA,"When an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light.",81168344.0,Krzysztof Zanussi,Poland,Jan Nowicki,Dramas
81,,Movie,The Squid and the Whale,2019-10-01 00:00:00,2005.0,R,This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.,70020750.0,Noah Baumbach,United States,Jeff Daniels,Comedies
107,,Movie,The Time Traveler's Wife,2019-10-01 00:00:00,2009.0,PG-13,"Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.",70105596.0,Robert Schwentke,United States,Rachel McAdams,Dramas
94,,Movie,Trainspotting,2019-10-01 00:00:00,1996.0,R,"Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.",60037022.0,Danny Boyle,United Kingdom,Ewan McGregor,Comedies
163,,Movie,Troy,2019-10-01 00:00:00,2004.0,R,"The love-struck Prince Paris of Troy kidnaps beauty Helen from her husband, setting the two nations on a collision course for war.",60034571.0,Wolfgang Petersen,United States,Brad Pitt,Action & Adventure
90,,Movie,Unaccompanied Minors,2019-10-01 00:00:00,2006.0,PG,"Five disparate kids, snowed in at the airport on Christmas Eve, try to get back to their families and outsmart a disgruntled airport official.",70053456.0,Paul Feig,United States,Lewis Black,Children & Family Movies
96,,Movie,Walking Out,2019-10-01 00:00:00,2017.0,PG-13,"A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.",80173150.0,Alex Smith,United States,Matt Bomer,Dramas
91,,Movie,Weather forecast,2019-10-01 00:00:00,1983.0,TV-MA,"When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.",81168341.0,Antoni Krauze,Poland,Halina Buyno-Łoza,Dramas
93,,Movie,Westerplatte Resists,2019-10-01 00:00:00,1967.0,TV-MA,"At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces.",81168346.0,Stanisław Różewicz,Poland,Zygmunt Hübner,Classic Movies
140,,Movie,25 Kille,2018-10-01 00:00:00,2016.0,TV-PG,"Four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",80137461.0,Simranjit Singh Hundal,India,Guggu Gill,Action & Adventure
91,,Movie,A Witches' Ball,2018-10-01 00:00:00,2017.0,PG,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",81012857.0,Justin G. Dyck,Canada,Morgan Neundorf,Children & Family Movies
97,,Movie,Agyaat,2018-10-01 00:00:00,2009.0,TV-MA,A film crew shooting in a remote forested location begins losing members one by one to a mysterious entity that they cannot see or hear.,70123116.0,Ram Gopal Varma,India,Adesh Bhardwaj,Horror Movies
146,,Movie,Anjaan,2018-10-01 00:00:00,2014.0,TV-MA,"Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head.",80190101.0,N. Linguswamy,India,Suriya,Action & Adventure
118,,Movie,Bathinda Express,2018-10-01 00:00:00,2016.0,TV-14,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.,81024712.0,Deep Joshi,India,Deep Joshi,Dramas
133,,Movie,Brooklyn's Finest,2018-10-01 00:00:00,2009.0,R,"Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",70112494.0,Antoine Fuqua,United States,Richard Gere,Dramas
106,,Movie,Chappaquiddick,2018-10-01 00:00:00,2017.0,PG-13,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,80215922.0,John Curran,United States,Jason Clarke,Dramas
128,,Movie,Delhi 6,2018-10-01 00:00:00,2009.0,TV-14,"In the ancient walled city of Delhi, an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.",70113306.0,Rakeysh Omprakash Mehra,India,Abhishek Bachchan,Dramas
137,,Movie,Dev.D,2018-10-01 00:00:00,2009.0,TV-MA,"Because they come from different castes, the son of a tax collector and his true love are not allowed to marry, sending them down divergent paths.",70113305.0,Anurag Kashyap,India,Abhay Deol,Dramas
145,,Movie,Dil Vil Pyaar Vyaar,2018-10-01 00:00:00,2014.0,TV-PG,"Agam Singh's brothers mean everything to him, so while he promises not to marry, he tries to get them to marry – but they want him to marry first.",80032472.0,Manjeet Maan,India,Gurdas Maan,International Movies
106,,Movie,Ek Main Aur Ekk Tu,2018-10-01 00:00:00,2012.0,TV-14,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,70181653.0,Shakun Batra,India,Kareena Kapoor,Comedies
61,,Movie,Fishtail,2018-10-01 00:00:00,2015.0,NR,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.,80048200.0,Andrew Renzi,United States,Harry Dean Stanton,Documentaries
137,,Movie,Haani,2018-10-01 00:00:00,2013.0,TV-14,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",80032474.0,Amitoj Mann,India,Sarabjit Cheema,Dramas
129,,Movie,Happy Go Lucky,2018-10-01 00:00:00,2014.0,TV-14,"Three sisters seem to be ideal brides for three brothers. But when the girls' father won't allow the marriages, the boys use trickery to pull it off.",80032476.0,Amarpreet G S Chabbra,India,Amrinder Gill,Comedies
99,,Movie,Harishchandrachi Factory,2018-10-01 00:00:00,2009.0,TV-PG,"Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film.",70127589.0,Paresh Mokashi,India,Nandu Madhav,Dramas
155,,Movie,Jagga Jasoos,2018-10-01 00:00:00,2017.0,TV-14,"An eccentric, self-proclaimed detective goes on an action-packed hunt for his missing father, with an awkward but adventurous journalist by his side.",80104130.0,Anurag Basu,India,Ranbir Kapoor,Action & Adventure
142,,Movie,Jatt James Bond,2018-10-01 00:00:00,2014.0,TV-14,"Shinda loves Laali but can't have her, so he and his friends come up with an elaborate plan to solve all their problems and win her.",80032473.0,Rohit Jugraj,India,Gippy Grewal,Comedies
214,,Movie,Jodhaa Akbar,2018-10-01 00:00:00,2008.0,TV-14,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.",70090035.0,Ashutosh Gowariker,India,Hrithik Roshan,Action & Adventure
137,,Movie,Judge Singh LLB,2018-10-01 00:00:00,2015.0,TV-14,"Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",81024713.0,Atharv Baluja,India,Ravinder Grewal,Comedies
128,,Movie,Kaminey,2018-10-01 00:00:00,2009.0,TV-MA,"A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",70117268.0,Vishal Bhardwaj,India,Shahid Kapoor,Dramas
89,,Movie,Kevin Hart: Laugh at My Pain,2018-10-01 00:00:00,2011.0,R,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",70211216.0,Leslie Small,United States,Kevin Hart,Stand-Up Comedy
67,,Movie,Kevin Hart: Seriously Funny,2018-10-01 00:00:00,2010.0,TV-MA,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.",70140322.0,Shannon Hartman,United States,Kevin Hart,Stand-Up Comedy
151,,Movie,Khido Khundi,2018-10-01 00:00:00,2018.0,TV-14,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.,81024696.0,Rohit Jugraj,India,Ranjit Bawa,Dramas
121,,Movie,Khoobsurat,2018-10-01 00:00:00,2014.0,TV-14,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,70303428.0,Shashanka Ghosh,India,Sonam Kapoor,Comedies
101,,Movie,Kisaan,2018-10-01 00:00:00,2009.0,TV-14,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,70125882.0,Puneet Sira,India,Jackie Shroff,Action & Adventure
145,,Movie,Kismat Konnection,2018-10-01 00:00:00,2008.0,TV-PG,"A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.",70101039.0,Aziz Mirza,India,Shahid Kapoor,Comedies
147,,Movie,Kurbaan,2018-10-01 00:00:00,2009.0,TV-MA,"When a young Indian couple moves to the American suburbs, they are shocked to discover that they've become enmeshed in a secret terrorist plot.",70123121.0,Renzil D'Silva,India,Kareena Kapoor,International Movies
90,,Movie,Lock,2018-10-01 00:00:00,2016.0,TV-14,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong.",80152182.0,Smeep Kang,India,Gippy Grewal,Dramas
129,,Movie,Luv Shuv Tey Chicken Khurana,2018-10-01 00:00:00,2012.0,TV-14,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer.",70229042.0,Sameer Sharma,India,Kunal Kapoor,Comedies
129,,Movie,"Main, Meri Patni Aur Woh",2018-10-01 00:00:00,2005.0,TV-14,"An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch.",70042756.0,Chandan Arora,India,Rajpal Yadav,Comedies
136,,Movie,Manje Bistre,2018-10-01 00:00:00,2017.0,TV-PG,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.",80187618.0,Baljit Singh Deo,India,Gippy Grewal,Comedies
117,,Movie,Motor Mitraan Di,2018-10-01 00:00:00,2016.0,TV-14,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake.",81024704.0,Amitoj Mann,India,Gurpreet Guggi,Comedies
150,,Movie,Mugamoodi,2018-10-01 00:00:00,2012.0,TV-14,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.,70229047.0,Mysskin,India,Jiiva,Action & Adventure
134,,Movie,Muran,2018-10-01 00:00:00,2011.0,TV-14,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal.",70229555.0,Rajan Madhav,India,Prasanna,Action & Adventure
100,,Movie,My Friend Pinto,2018-10-01 00:00:00,2011.0,TV-PG,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.,70213515.0,Raaghav Dar,India,Prateik,Comedies
44,,Movie,My Little Pony Equestria Girls: Forgotten Friendship,2018-10-01 00:00:00,2018.0,TV-Y7,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.,81018563.0,Ishi Rudell,United States,Ashleigh Ball,Children & Family Movies
44,,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,2018-10-01 00:00:00,2018.0,TV-Y7,"Rarity gets a summer job at Equestria Land, making Applejack feel jealous. But when their friends start vanishing, they must work together to find them.",81018565.0,Ishi Rudell,United States,Ashleigh Ball,Children & Family Movies
111,,Movie,My Suicide,2018-10-01 00:00:00,2009.0,NR,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family.",70114948.0,David Lee Miller,United States,Gabriel Sunday,Comedies
147,,Movie,Naan Sigappu Manithan,2018-10-01 00:00:00,2014.0,TV-MA,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her.",80190103.0,Thiru,India,Vishal,Action & Adventure
115,,Movie,Nasha,2018-10-01 00:00:00,2013.0,TV-MA,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.",81024729.0,Amit Saxena,India,Shivam Patil,Dramas
121,,Movie,Naughty Jatts,2018-10-01 00:00:00,2013.0,TV-PG,"When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest.",80032477.0,Pankaj Batra,India,Neeru Bajwa,Comedies
103,,Movie,Needhi Singh,2018-10-01 00:00:00,2016.0,TV-MA,"When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events.",81024711.0,Jaivi Dhanda,India,Kulraj Randhawa,Action & Adventure
73,,Movie,Peace Haven,2018-10-01 00:00:00,2016.0,TV-14,Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.,81025908.0,Suman Ghosh,India,Soumitra Chatterjee,Comedies
129,,Movie,Phantom,2018-10-01 00:00:00,2015.0,TV-14,India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.,70303495.0,Kabir Khan,India,Saif Ali Khan,Action & Adventure
102,,Movie,Pizza,2018-10-01 00:00:00,2014.0,TV-14,A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.,70303429.0,Akshay Akkineni,India,Akshay Oberoi,Horror Movies
122,,Movie,Pooja Kiven Aa,2018-10-01 00:00:00,2013.0,TV-PG,"When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.",80084768.0,Nidhi Sharma,India,Miss Pooja,Comedies
155,,Movie,Race,2018-10-01 00:00:00,2008.0,TV-14,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,70096752.0,Mastan Alibhai Burmawalla,India,Saif Ali Khan,Action & Adventure
139,,Movie,Race 2,2018-10-01 00:00:00,2013.0,TV-14,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence.",70229046.0,Abbas Alibhai Burmawalla,India,Anil Kapoor,Action & Adventure
131,,Movie,Saadey CM Saab,2018-10-01 00:00:00,2015.0,TV-14,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.,80084767.0,Vipin Parashar,India,Harbhajan Mann,Comedies
127,,Movie,Sat Shri Akaal England,2018-10-01 00:00:00,2017.0,TV-14,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England.",81024701.0,Vikram Pradhan,India,Ammy Virk,Comedies
156,,Movie,Thaandavam,2018-10-01 00:00:00,2012.0,TV-14,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye.",70229048.0,Vijay,India,Vikram,Action & Adventure
132,,Movie,Theeya Velai Seyyanum Kumaru,2018-10-01 00:00:00,2013.0,TV-PG,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life.",70292836.0,Sundar C.,India,Siddarth,Comedies
130,,Movie,Tiger,2018-10-01 00:00:00,2016.0,TV-MA,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.",80141767.0,Sartaj Singh Pannu,India,Sippy Gill,Action & Adventure
137,,Movie,Udaan,2018-10-01 00:00:00,2010.0,TV-MA,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",70139542.0,Vikramaditya Motwane,India,Rajat Barmecha,Dramas
132,,Movie,V for Vendetta,2018-10-01 00:00:00,2005.0,R,"A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.",70039175.0,James McTeigue,United States,Natalie Portman,Action & Adventure
156,,Movie,Vettai,2018-10-01 00:00:00,2012.0,TV-MA,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru.",70225597.0,N. Linguswamy,India,Arya,Action & Adventure
132,,Movie,Wake Up Sid,2018-10-01 00:00:00,2009.0,TV-14,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.,70123119.0,Ayaan Mukherji,India,Ranbir Kapoor,Comedies
119,,Movie,We Are Family,2018-10-01 00:00:00,2010.0,TV-PG,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.,70150437.0,Sidharth Malhotra,India,Kajol,Dramas
140,,Movie,What the Jatt!!,2018-10-01 00:00:00,2015.0,TV-14,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",80084667.0,Saket Behl,India,Harish Verma,Comedies
101,,Movie,Zack and Miri Make a Porno,2018-10-01 00:00:00,2008.0,R,Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.,70099118.0,Kevin Smith,United States,Seth Rogen,Comedies
126,,Movie,Zindagi Kitni Haseen Hay,2018-10-01 00:00:00,2016.0,TV-14,"Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.",81024705.0,Anjum Shahzad,Pakistan,Feroze Khan,Dramas
135,,Movie,26 Years,2017-10-01 00:00:00,2012.0,TV-MA,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",80198771.0,Geun-hyun Cho,South Korea,Goo Jin,Dramas
107,,Movie,April and the Extraordinary World,2017-10-01 00:00:00,2015.0,PG,"After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",80062096.0,Christian Desmares,France,Angela Galuppo,Action & Adventure
74,,Movie,Barbie & Her Sisters in a Pony Tale,2017-10-01 00:00:00,2013.0,TV-Y,"Barbie and her sisters set off on a Swiss adventure to the majestic Alps, where they're excited to spend the summer at a fun-filled riding academy!",70291096.0,Kyran Kelly,United States,Kelly Sheridan,Children & Family Movies
74,,Movie,Barbie in A Mermaid Tale,2017-10-01 00:00:00,2010.0,TV-Y,"Surf champ Merliah discovers she's actually a mermaid in a girl's body. With the help of a dolphin, Merliah must rescue her mom, the Queen of Oceana.",70130483.0,Adam Wood,United States,Kelly Sheridan,Children & Family Movies
